No,English,Japanese,Chapter
3206,requirement,必要条件、要求（物）,17
3207,rescue,救助、救済、（危険・束縛などから）を救う,17
3208,research,研究、調査,17
3209,researcher,研究者,17
3210,resemble,に似ている,17
3211,resent,憤慨する、ひどく嫌う,17
3212,resentful,憤慨した,17
3213,reserve,蓄え、慎み、保護区、取っておく、予約する,17
3214,reside,住む,17
3215,residence,住居、居住,17
3216,resident,住民、滞在者,17
3217,resign,辞職する、断念する、放棄する、甘んじて従う,17
3218,resilient,弾力性のある； 回復力のある、立ち直りの早い,17
3219,resist,に抵抗する、〔通例否定文で〕を我慢する,17
3220,resistance,抵抗（力）,17
3221,resistant,耐性のある、抵抗する,17
3222,resolve,決心する、解決する、分析する、決定する、分解する,17
3223,resort,（手段に）訴える、（楽しい所へ）行く,17
3224,resource,資源、財源、貯蔵、手段、臨機応変の才,17
3225,respect,点、尊敬、重視、関心、関連、尊重する,17
3226,respectable,ちゃんとした,17
3227,respiratory,呼吸器に関する、呼吸の,17
3228,respond,反応する、答える（to）,17
3229,responsibility,責任,17
3230,responsible,責任がある、信頼できる、原因である,17
3231,responsibly,責任をもって,17
3232,responsiveness,反応がいいこと、反応性、敏感なこと,17
3233,rest,残り、休み、休む,17
3234,restless,落ち着きのない、不安な、絶え間ない,17
3235,restore,復活させる、もとの状態に戻す、回復する,17
3236,restrain,抑える、やめさせる,17
3237,restrict,制限する,17
3238,restructure,再構築［再構成］する、再検討する,17
3239,result,終わる（in）、結果として起こる、結果、成績,17
3240,resume,再び始める、取り戻す、履歴書、要約,17
3241,retail,小売り,17
3242,retailer,小売業者、小売販売店,17
3243,retain,保持する、維持する,17
3244,retire,引退する、退職する、退く,17
3245,retreat,後退、撤退、後退する、逃げる,17
3246,retrieve,取り戻す、回収する、回復する、救う,17
3247,retrospect,追憶、思い出,17
3248,return,戻す、戻る、戻り、返却、利益,17
3249,reunion,再会（の集い）、再結合,17
3250,reveal,明らかにする、見せる、示す,17
3251,revenge,復讐をする、あだを討つ、復讐,17
3252,revenue,歳入、収益,17
3253,reverse,逆にする、一変させる、（the）逆の、逆の,17
3254,review,批評する、見直す、復習する、批評、再検討、復習,17
3255,revise,変更する、改訂する、復習する,17
3256,revive,蘇生させる、復活させる、生き返る,17
3257,revolt,反逆する、むかつく,17
3258,revolution,革命、回転、（天体の）公転,17
3259,reward,報酬、見返り、褒美、報いる,17
3260,rhetoric,修辞法、美辞麗句、説明,17
3261,rhyme,押韻詩、韻、詩歌,17
3262,rhythm,リズム,17
3263,rich,裕福な、豊富な（in）,17
3264,richness,豊富さ、肥沃であること、裕福であること,17
3265,rid,取り除く,17
3266,riddle,謎、不可解なもの［人］,17
3267,ridiculous,ばかげた、法外な,17
3268,right,ふさわしい、正当な、正しい、右の,17
3269,rightly,正当に、当然のことながら,17
3270,rigid,堅い、動かない、柔軟性のない、厳格な,17
3271,ring,輪、指輪、音を鳴らす、電話をかける,17
3272,riot,暴動、騒動、暴動を起こす、浮かれ騒ぐ,17
3273,rip,引き裂く、裂ける,17
3274,ripe,熟した、期が熟した、円熟した,17
3275,rise,上昇、増加、上がる、起きる、出世する,17
3276,risk,危険(性)、危険にさらす、あえて～する,17
3277,ritual,儀式、日常の習慣的行為,17
3278,rival,競争相手、ライバル、匹敵する、互角に戦う,17
3279,road,道路,17
3280,roam,歩き回る、放浪,17
3281,roar,うなる、ほえる、どなる、大声で叫ぶ,17
3282,roast,(肉など)を焼く、(豆など)を炒る、焼かれる,17
3283,rob,～から…を奪う,17
3284,robust,強力な、健全な、頑丈な,17
3285,role,役割、任務、（役者の）役,17
3286,roll,転がる、を転がす、を丸める,17
3287,romance,ロマンス語(系)の、恋愛関係、ロマン,17
3288,romantic,空想的な、恋愛の、ロマン派の,17
3289,roof,屋根,17
3290,room,空間、場所、可能性、余地、余裕、部屋,17
3291,root,定着している、根付かせる、根拠、源,17
3292,rope,なわ、秘訣,17
3293,rot,腐る、堕落する、腐らせる、堕落させる、腐敗、悪化,17
3294,rotate,回転する、循環する、を回転させる,17
3295,rotten,腐った、不快な、堕落した,17
3296,rough,ざらざらした、大ざっぱな、おおまかな乱暴な,17
3297,roundabout,遠回しの、婉曲な、回り道の,17
3298,rouse,目覚めさせる、奮起させる,17
3299,route,道（筋）、路線、ルート、手段,17
3300,routine,決まり切った仕事、日課、いつもの手順,17
3301,row,（横の）列、（船を）こぐ,17
3302,royal,王室の、王の、王立の、風格のある,17
3303,rub,こする、塗る,17
3304,rubber,(天然・合成の)ゴム,17
3305,rubbish,ごみ、つまらないもの,17
3306,rude,無礼な、粗野な,17
3307,ruin,破滅させる、台無しにする、破滅、廃墟、遺跡,17
3308,rule,規則、支配、支配する,17
3309,rumor,噂、風評,17
3310,run,走る、流れる、立候補する、運営する,17
3311,rural,田舎の、田園の,17
3312,rush,急いで行く、せきたてる、忙しさ,17
3313,Russian,ロシア人〔語〕、ロシア（人、語）の,17
3314,rust,さび,17
3315,ruthless,無慈悲な、断固とした、無茶な,17
3316,sacred,神聖な、宗教的な、厳粛な,17
3317,sacrifice,犠牲(的行為)、を犠牲にする,17
3318,safe,安全な、確実な,17
3319,sail,航行する、帆、航海,17
3320,saint,聖人、聖人のような人,17
3321,sake,〔for the sake ofで〕～のために、～に免じて,17
3322,salary,（月々の）給料,17
3323,sale,販売、（複数形で）売上高、特売,17
3324,salute,会釈する、敬礼する,17
3325,sample,サンプル、見本,17
3326,sanction,認める、許可する、認可、承認,17
3327,sane,正気の、まともな、理にかなった,17
3328,sanitation,公衆衛生（学）、下水［衛生］設備,17
3329,satellite,衛星、人工衛星、衛星国家,17
3330,satire,風刺、皮肉,17
3331,satisfy,満足させる、果たす、合致する、こたえる,17
3332,savage,凶暴な、手厳しい、残酷(残忍)な人、不作法者,17
3333,save,救う、たくわえる、省く、節約する、保護する,17
3334,say,例えば,17
3335,saying,ことわざ、格言、発言,17
3336,scale,規模、段階、等級、縮尺、登る、はかる,17
3337,scan,細かく調べる、ざっと見る、検査をする、綿密な検査,17
3338,scant,乏しい、足りない,17
3339,scar,傷跡、（けが等の）跡,17
3340,scarce,乏しい、不十分な、少ない、不足した,17
3341,scarcely,ほとんど～ない,17
3342,scare,おびえさせる、脅す,17
3343,scared,おびえた、びっくりした,17
3344,scatter,まき散らす分散する散布,17
3345,scenario,（予想される）筋書き、事態、脚本,17
3346,scene,場面、現場、眺め、光景、大騒ぎ,17
3347,scenery,景色、背景,17
3348,scent,（快い）香り、手掛かり,17
3349,schedule,スケジュール、を予定する,17
3350,scheme,計画、悪だくみ、たくらむ,17
3351,scholar,"学者, 奨学生",17
3352,school,学派、群れ、学校、専門学部、教育する,17
3353,scientific,科学的な、（自然）科学の,17
3354,scissors,はさみ,17
3355,scold,しかる,17
3356,scope,(活動などの)範囲、領域、機会,17
3357,score,（試合・試験の）得点、楽譜、得点する,17
3358,scorn,軽蔑、を軽蔑する、(軽蔑して)拒絶する,17
3359,scratch,ひっかく、はがし取る、線を引いて消す,17
3360,scream,(驚き・恐怖で)金切り声を出す、金切り声,17
3361,screaming,悲鳴をあげる,17
3362,scribble,走り書きする、落書する、走り書き、落書き,17
3363,script,文字〔体系〕、脚本、手書き、筆跡,17
3364,scrub,磨く,17
3365,scrutinize,～を綿密に調べる,17
3366,scrutiny,精査、監視,17
3367,sculpture,彫刻、彫刻作品、～を彫刻する、彫刻する,17
3368,seal,密閉する、に封をする,17
3369,search,探す、探求,17
3370,seasonal,季節の、季節的な,17
3371,seat,（be seated）座っている,17
3372,second,二番目の、秒、(-s)おかわり,17
3373,secondary,二次的な,17
3374,secondhand,間接,17
3375,secret,秘密、秘訣、秘密の,17
3376,secretary,秘書、【米】長官、【英】大臣,17
3377,section,部分、区分、階級、（本などの）節,17
3378,sector,部門、分野、一部の集団,17
3379,secure,安全な、安心な、確保された、確保する,17
3380,security,安全、警備,17
3381,seed,種（種）をまく,17
3382,seek,捜し求める、～しようと努める,17
3383,seem,～のように思われる、見える,17
3384,seemingly,うわべは、見たところは,17
3385,segment,切片、部分、を分ける,17
3386,segregate,隔離する、分離〕する、隔離政策をとる,17
3387,seize,つかみ取る、差し押さえる、理解する、[受け身で]襲われる,17
3388,seldom,めったに～ない,17
3389,select,選ぶ、選り抜きの,17
3390,self,自己,17
3391,self-esteem,自尊心,17
3392,selfish,利己的な,17
3393,semester,(2学期制の)学期,17
3394,Senate,上院,17
3395,senator,上院議員,17
3396,senior,上位の、年上の、先輩の、年長者、最上級生,17
3397,sensation,大評判、物議、感覚,17
3398,sense,感覚、判断力、良識、正気、意識、意味,17
3399,sensible,賢明な、実用的な、顕著な,17
3400,sensitive,敏感な、神経質な、微妙な,17
3401,sensitivity,感じやすさ,18
3402,sensory,感覚の,18
3403,sentence,判決を宣言する、刑に処す、文、判決,18
3404,sentiment,感情、感想、感傷,18
3405,separate,分ける、離れた,18
3406,sequence,連続（するもの）、結果,18
3407,serene,穏やかな、平静な、(空が)澄みきった,18
3408,serial,連続した,18
3409,series,連続、シリーズもの,18
3410,serious,本気の、まじめな、重大な、深刻な,18
3411,sermon,（教会での）説教、小言,18
3412,servant,召使い,18
3413,serve,かなう、仕える、供給する、(食事など)を出す,18
3414,service,業務、奉仕、（バスなどの）便、公益事業,18
3415,session,集まり、（議会の）会期、（開会中の）議会,18
3416,set,設定する、置く、定める、ひとまとまり,18
3417,settle,落ち着く、定住する、を解決する、を決める,18
3418,several,いくつかの、それぞれの、いろいろな,18
3419,severe,（人・規律・事態・天気などが）厳しい、猛烈な,18
3420,sew,縫う、ミシンをかける,18
3421,sewage,下水,18
3422,sex,性(別),18
3423,shabby,ぼろぼろの、みすぼらしい,18
3424,shade,陰、明暗・濃淡の度合い、わずかな違い,18
3425,shadow,影,18
3426,shake,揺れる、を揺り動かす,18
3427,shallow,浅い、浅薄な,18
3428,shame,恥、（a～）残念なこと,18
3429,shape,状態、（体）形,18
3430,share,共有する、分配する、分担する、割り当て、分け前,18
3431,shark,サメ,18
3432,sharp,利口な、聡明な、良く切れる、急激な,18
3433,sharply,急速に,18
3434,shatter,粉々に割る、打ち砕く、害する、粉々になる,18
3435,shave,剃る、削減する,18
3436,shed,(光など)を当てる、落とす、流す、小屋,18
3437,sheep,ヒツジ（複数形も同形）,18
3438,sheer,まったくの、険しい、まったく、垂直に,18
3439,sheet,１枚の紙、シーツ,18
3440,shelf,棚,18
3441,shell,（貝）殻,18
3442,shelter,避難所、住まい、保護する、住まわせる,18
3443,shield,盾、防御物,18
3444,shift,変える、移る、変化、移動、交替（制）,18
3445,shine,磨く、照らす、輝く、光沢,18
3446,shipping,発送,18
3447,shiver,(寒さなどで)身震いする,18
3448,shock,衝撃、に衝撃を与える,18
3449,shoot,撃つ,18
3450,shore,（海・湖・広い河川の）岸,18
3451,short,短い、不足して、背が低い、簡潔な,18
3452,shortage,不足,18
3453,shortcoming,欠点、短所,18
3454,short-tempered,短気な,18
3455,shoulder,肩,18
3456,shout,大声で言う、叫ぶ、叫び,18
3457,shrewd,抜け目のない、（洞察などが）鋭い,18
3458,shriek,金切り声をあげる、甲高い声で言う、鋭い音,18
3459,shrine,神社、祭壇,18
3460,shrink,縮む、しりごみする、を縮める,18
3461,shrug,肩をすくめる,18
3462,shudder,身震いする、身震い、震え,18
3463,shun,避ける,18
3464,shy,内気な、恥ずかしがりの,18
3465,sibling,きょうだい（の1人）,18
3466,sidewalk,歩道,18
3467,sigh,ため息(をつく),18
3468,sight,光景、名所、見ること、視野、視力,18
3469,sign,署名する、合図する、記号、兆候、合図、標識,18
3470,signal,合図、信号（機）、に合図する,18
3471,signature,署名、特徴,18
3472,significance,意義、重要性,18
3473,significant,重要な、重大な、意義深い,18
3474,significantly,著しく、意味ありげに,18
3475,signify,意味する、重要である,18
3476,silence,沈黙、静けさ,18
3477,silly,愚かな、バカバカしい,18
3478,similar,似ている、類似した、同様の,18
3479,simple,単純な、質素な,18
3480,simulate,模擬実験する、装う、まねる,18
3481,simultaneous,"同時の, 同時に起こる",18
3482,simultaneously,同時に、一斉に,18
3483,sin,(道徳・宗教上の)罪,18
3484,sincere,正直な、心からの、偽りのない、誠実な、真剣な,18
3485,single,ただ１つの、個々の、独身の、１人用の,18
3486,singular,非凡な、まれにみる、単数の、別々の,18
3487,sink,沈む、崩れ落ちる、沈める,18
3488,sinking,沈む,18
3489,sip,一口飲む,18
3490,site,用地、場所、跡地、ウェブサイト,18
3491,situation,位置、立場、状態、きわどい場面,18
3492,skeleton,骨格、骨組み、概略,18
3493,skeptical,懐疑的な,18
3494,sketch,概要を述べる、スケッチする、概略,18
3495,skill,技能、技術,18
3496,skillful,熟練した、巧みな,18
3497,skin,皮膚、皮,18
3498,skip,跳ねまわる、軽く跳び越える、省く、省略,18
3499,skull,頭骨、頭蓋骨、頭脳,18
3500,skyscraper,超高層ビル,18
3501,slang,俗語,18
3502,slap,ぴしゃりとたたく、ぴしゃりと打つこと[音]、非難,18
3503,slaughter,虐殺する、虐殺,18
3504,slave,奴隷、とらわれている人,18
3505,slavery,奴隷制度、苦役,18
3506,slender,ほっそりした、わずかな,18
3507,slide,すべる[すべらせる]（こと）,18
3508,slight,わずかな、ほっそりした、取るに足らない,18
3509,slip,滑る、滑り落ちる、そっと動く,18
3510,slope,坂、勾配,18
3511,slow,遅い、遅れている、遅くする,18
3512,slump,前かがみになる、どすんと落ちる、衰える、不調,18
3513,smart,頭が良い、身なりがきちんとした,18
3514,smash,粉々にする、激しくぶつかる,18
3515,smell,においをかぐ、においがする、におい,18
3516,smoke,煙、タバコを吸う,18
3517,smooth,なめらかな、順調な、なめらかにする,18
3518,smother,もみ消す、厚く包む、窒息させる,18
3519,snap,パチンと鳴らす、ポキッと折る[折れる],18
3520,snarl,うな、どなりつける,18
3521,sneer,冷笑する,18
3522,sneeze,くしゃみをする,18
3523,sniff,くんくん嗅ぐ,18
3524,snob,俗物、上流気取りの嫌な人,18
3525,snore,いびきをかく,18
3526,soak,浸す、染み込む、吸収する,18
3527,soar,急上昇する、舞い上がる,18
3528,soaring,急上昇する,18
3529,sob,むせび泣く、すすり泣き,18
3530,sober,酔っていない、節度のある、真面目な,18
3531,so-called,いわゆる、世間でいう,18
3532,social,社交的な、社会の、社会的な,18
3533,socialism,社会主義,18
3534,socialize,社会に適合させる、付き合う,18
3535,society,社会、協会、団体,18
3536,sociology,社会学,18
3537,sodium,ナトリウム、ソジウム,18
3538,soften,和らげる、柔らかくする、柔らかくなる,18
3539,software,ソフトウェア,18
3540,soil,土地、土壌,18
3541,solar,太陽の、太陽光線を利用した,18
3542,soldier,(陸軍の)軍人、兵士,18
3543,sole,唯一の、単独の、独占的な,18
3544,solemn,厳粛な、まじめな,18
3545,solid,固体、固体の、固い、しっかりした,18
3546,solitary,孤独な、ひとりだけの、唯一の,18
3547,solitude,ひとりでいること、孤独,18
3548,solution,解決（策）、溶液,18
3549,solve,解決する、解答する,18
3550,somebody,誰か、名のある人,18
3551,somehow,なんとかして、どういうわけか,18
3552,sometime,いつか、そのうち,18
3553,somewhat,いくぶん、多少,18
3554,somewhere,どこかで[へ]、およそ、ある場所,18
3555,soothe,なだめる、（苦痛を）和らげる,18
3556,sophisticated,洗練された、精巧な,18
3557,sophomore,(高校・大学の)二年生,18
3558,sore,痛い、悲しんだ、怒った,18
3559,sorrow,深い悲しみ,18
3560,sorrowful,悲観に暮れている、悲しい,18
3561,sort,分類する、えり分ける,18
3562,soul,魂、精神、人、情熱、本質的なもの,18
3563,sound,～に聞こえる、健全な、ぐっすりと、無事に,18
3564,sour,すっぱい、不愉快な、気むずかしい,18
3565,source,源、根源、出所、情報源,18
3566,south,南（の）,18
3567,souvenir,記念品、おみやげ,18
3568,sovereign,主権を有する、独立した、君主,18
3569,sow,（種）をまく,18
3570,soybean,大豆,18
3571,space,空間、場所、宇宙,18
3572,spacious,広々とした、雄大な,18
3573,span,（時間の）長さ、期間,18
3574,spare,余分の、予備、（時間など）を割く、省く、惜しむ,18
3575,spark,火花、ひらめき、を引き起こす、火花を出す、輝く,18
3576,sparkle,火花を出す、輝く、火花、輝き,18
3577,spatial,空間の、空間的な,18
3578,specialist,専門家,18
3579,specialize,専門とする、専攻する,18
3580,species,種（類）,18
3581,specific,特定の、明確な、具体的な、特有の,18
3582,specify,特定する,18
3583,specimen,標本、実例,18
3584,spectacle,壮観、見もの、惨状、(～s)眼鏡,18
3585,spectacular,壮観な、見ごたえのある,18
3586,spectator,（試合などの）観客,18
3587,spectrum,(変動する)範囲,18
3588,speculate,推測する、熟考する、投機をする,18
3589,speculation,推測、思索、投機,18
3590,spell,期間、短い時間、呪文、魔法,18
3591,spelling,つづり、語を正しくつづること[能力],18
3592,sphere,領域、球,18
3593,spill,こぼす,18
3594,spin,回転する、を回転させる、（糸）を紡ぐ,18
3595,spinal,脊椎の,18
3596,spirit,霊、魂、精神、気分、気力,18
3597,spiritual,精神の）、霊的な,18
3598,splendid,すばらしい、豪華な,18
3599,split,分ける、分裂する、分裂、裂け目,18
3600,spoil,台無しにする、甘やかしてダメにする、戦利品,18
3601,spontaneous,自発的な、任意の、無意識の、本能的な,19
3602,spot,点、場所、を見つける,19
3603,spouse,配偶者,19
3604,sprawl,不規則に広がる、だらしなく手足を伸ばす,19
3605,spray,吹きかける、吹きつける,19
3606,spread,広げる、塗る、広がる、広がり、普及,19
3607,spring,泉、春、バネ,19
3608,spur,拍車をかける、駆り立てる,19
3609,square,正方形、四角（い広場）、正方形（四角）の,19
3610,squeeze,詰め込む、絞り出す、押し入る、席を詰める,19
3611,squirrel,リス,19
3612,stable,安定した、動じない,19
3613,stack,積み重ね、堆積、積む、積み重ねる,19
3614,stadium,スタジアム、球場,19
3615,staff,杖、棒、（集合的に）社員、職員、スタッフ,19
3616,stage,（発達の）段階、舞台,19
3617,stagger,ずらす、よろけさせる、動揺させる、よろける、よろめき,19
3618,stain,染料、しみ、きず,19
3619,stair,階段、(階段の)一段,19
3620,stake,利害関係、〔通例～s〕賭け金、杭,19
3621,stale,(食物などが)新鮮でない、(表現などが)陳腐な,19
3622,stalk,にこっそり近付く、の後をそっとつける、忍び寄る,19
3623,stall,露店、エンスト、失速,19
3624,stand,我慢する、立てる,19
3625,standard,標準の、標準、基準,19
3626,standpoint,観点、見地、立場,19
3627,staple,主要な、主要産物〔商品〕,19
3628,stare,じっと見る(こと),19
3629,startle,びっくりさせる,19
3630,starve,飢える、（～を）渇望する、を飢えさせる,19
3631,state,状態、国家、州、を述べる,19
3632,statement,声明、主張、明細書,19
3633,statesman,政治家,19
3634,static,活気のない、静的な、静電気の、雑音,19
3635,statistics,統計（の数字）、統計学,19
3636,statue,像,19
3637,status,地位、身分、状況、高い社会的地位,19
3638,steady,しっかりした、固定した、変わらない、落ち着いた,19
3639,steal,（物）（こっそり）を盗む、（副詞句を伴って）そっと行く,19
3640,steam,蒸気,19
3641,steel,鋼鉄壁,19
3642,steep,（坂などが）急な、険しい、（値段が）法外,19
3643,steer,操縦する、進む、を運転する、を(ある方向に)向ける,19
3644,stem,生じる、由来する（from）、（草木の）茎（幹）,19
3645,stereotype,固定観念、型にはまった人[物]、～を型にはめる,19
3646,sterile,不妊の、不毛の、殺菌した,19
3647,stern,厳格な、いかめしい、断固とした,19
3648,stick,固執する、くっつく、刺さる、行き詰まる、棒きれ,19
3649,stiff,堅い、こわばった、断固とした、法外な,19
3650,stifle,抑える、押し殺す、止める、窒息死する、息が詰まる,19
3651,still,じっとしている、静かな、まだ、それでも,19
3652,stimulate,刺激する、活気づける,19
3653,stingy,けちな、出し惜しみする、量がわずかな、少ない,19
3654,stink,悪臭がする、臭い、悪臭,19
3655,stir,かき混ぜる、奮起させる、駆り立てる、動く,19
3656,stock,株式、蓄え、在庫（品）、を貯蔵している,19
3657,stomach,胃、腹（部）,19
3658,store,店、蓄える,19
3659,storm,嵐、荒天,19
3660,story,物語、～階建て,19
3661,stout,頑丈な、しっかりした、太った、勇敢な,19
3662,straightforward,率直な、わかりやすい、まっすぐに,19
3663,strain,痛める、酷使する張り、緊張、ストレス,19
3664,stranger,知らない人、未経験者、不慣れな人,19
3665,strategy,戦略、方策,19
3666,stray,横道へそれる、脱線する、道に迷った、はぐれた,19
3667,stream,小川、流れ,19
3668,strength,強さ,19
3669,stress,強調する、ストレス、緊張、圧力、強調、重点,19
3670,stretch,伸ばす、及ぶ、伸びる、広がり、伸ばすこと,19
3671,strict,厳格な、厳密な、全くの、完全な,19
3672,stride,大また、ひとまたぎ、大またに歩く、を大またで歩く,19
3673,strife,不和、口論,19
3674,strike,(考えなどが)心に浮かぶ、ぶつかる、打撃,19
3675,striking,いちじるしい,19
3676,string,ひと続き、ひも、糸,19
3677,strip,～から…をはぎ取る、裸にする、 衣服を脱ぐ,19
3678,strive,努力する、戦う,19
3679,stroke,脳卒中、打つこと、一撃,19
3680,stroll,ぶらぶら歩く、さまよう、をぶらつく、散歩,19
3681,structure,建物、構造、構成、組織、体系,19
3682,struggle,苦闘する、努力する、奮闘、努力,19
3683,stubborn,頑固な、強情な、手に負えない,19
3684,studio,スタジオ、放送室,19
3685,study,書斎、研究、勉強,19
3686,stuff,詰め込む材料、題材,19
3687,stumble,よろけながら歩く、つまずく,19
3688,stun,気絶させる、びっくり仰天させるを茫然とさせる,19
3689,stupid,愚かな、ばかな、ばかげた,19
3690,style,形式、型、文体,19
3691,subdue,征服する、おさえる、弱める,19
3692,subject,主題、国民、被験者、支配下にある、受けやすい,19
3693,subjective,主観的な,19
3694,submission,"服従, 提出",19
3695,submit,提出する、〔submit oneself〕服従する,19
3696,subordinate,従属している、下位の、二次的な、下位のもの,19
3697,subscribe,同意する、署名する、予約［定期］購読する,19
3698,subscriber,加入者,19
3699,subsequent,続いて起こる,19
3700,subsidy,補助金、報奨金,19
3701,substance,物質、薬物、本質、中身、要旨、骨子,19
3702,substantial,相当な、多大な,19
3703,substitute,"代用する、代用品, 代理人",19
3704,subtle,微妙な、かすかな、巧妙な、鋭敏な,19
3705,subtly,微妙に、かすかに、鋭敏に、ずるく,19
3706,subtract,減じる、引く,19
3707,suburb,郊外、周辺、付近,19
3708,subway,地下鉄壁[米]、地下道[英],19
3709,succeed,成功する、継承する,19
3710,success,成功,19
3711,successor,後任、後継者、取って代わるもの、次のもの,19
3712,suck,吸う、しゃぶる、吸い込む,19
3713,sudden,突然の,19
3714,sue,告訴する、訴訟を起こす,19
3715,suffer,苦しむ、害を受ける,19
3716,sufficiency,十分なこと、十分な状態,19
3717,sufficient,十分な,19
3718,suffix,接尾辞,19
3719,suffocate,～を窒息させる,19
3720,suggest,提案する、示唆する,19
3721,suggestive,暗示的な、連想させる,19
3722,suicide,自殺、自殺的行為,19
3723,suit,適する、似合う、適合させる,19
3724,suitable,適切な,19
3725,suite,ひとそろい、一式、スイートルーム,19
3726,sullen,むっつりした、陰気な,19
3727,sum,合計、金額、要点、要約する,19
3728,summary,要約、大意,19
3729,summit,頂上、頂点、首脳会議、首脳,19
3730,summon,呼び出す、召喚する、命じる、奮い起こす,19
3731,sunset,日暮れ時、日没（の時刻）、晩年、衰退,19
3732,superb,壮麗な、すばらしい,19
3733,superficial,表面的な、浅はかな、皮相的な、浅い,19
3734,superfluous,余分な、不必要な,19
3735,superior,よりすぐれた,19
3736,superpower,超大国、強大な力,19
3737,superstition,迷信、偶像礼拝,19
3738,supervise,監督〔管理〕する、監視する,19
3739,supervisor,監督者、指導教員,19
3740,supplement,補う、補うもの、栄養補助食品,19
3741,supply,供給（量）、必需品、を供給する,19
3742,support,支える、支持する、扶養する、裏付ける,19
3743,suppose,～だと思う、～だと推測する、もし～だとしたら,19
3744,suppress,抑える、鎮める、（笑いなど）を我慢する,19
3745,supreme,最高の、この上ない、究極の,19
3746,surf,サーフィンする、（ネット上の情報など）を見て回る,19
3747,surface,表面、外観,19
3748,surge,殺到する、こみ上げる、急騰する,19
3749,surgeon,外科医、軍医,19
3750,surgery,（外科）手術、外科、外科医学,19
3751,surpass,超える、勝る、脅威を与える、脅迫する,19
3752,surplus,余り、余分の、さらなる、さらに進む,19
3753,surprise,驚き、驚かせること（もの）、を驚かせる,19
3754,surrender,放棄する、引き渡す、屈する,19
3755,surround,取り囲む、取り巻く,19
3756,surveillance,監視、見張り,19
3757,survey,調査、概観、を調査する、を概説する,19
3758,survival,生き残ること,19
3759,survive,生き延びる、切り抜ける、より長生きする,19
3760,susceptible,影響を受けやすい、感染しやすい,19
3761,suspect,疑う、～だと思う、容疑をかける,19
3762,suspend,つるす、一時的に中止する、停職（学）にする、保留する,19
3763,suspension,一時停止、未決定、つるす〔つるされる〕こと,19
3764,sustain,支える、維持する、耐える、被る,19
3765,swallow,飲み込む、飲み込むこと、ツバメ,19
3766,swamp,水浸しにする、に押し寄せる、沼(地),19
3767,sway,揺れる、傾く、揺り動かす,19
3768,swear,ののしる、誓う,19
3769,sweat,汗をかく、汗,19
3770,sweatshop,搾取工場,19
3771,sweep,一掃(する)、掃除（する）、殺到する,19
3772,swell,ふくらむ、腫れる、（数量が）増加する,19
3773,swift,迅速な、即座の,19
3774,swing,揺らす、振る、揺れる、（行動に）さっと移る,19
3775,switch,（仕事・考えなどを）変える、スイッチ、変化,19
3776,sword,剣、刀、武力、権力、戦争,19
3777,syllabus,講義一覧表、(講義などの)綱要,19
3778,symbol,象徴、シンボル、記号、標章,19
3779,symbolize,象徴する,19
3780,symmetry,（左右）対称、調和,19
3781,sympathy,同情、共感,19
3782,symptom,症状、兆候,19
3783,syndrome,症候群、行動様式,19
3784,synonym,類義語、同義語、類義表現,19
3785,synthesis,合成、総合,19
3786,synthesize,総合する、合成する、合成して作り出す,19
3787,synthetic,合成の,19
3788,system,装置、制度、組織、体系、方法、学説,19
3789,tablet,タブレット（型情報端末）、錠剤、平板,19
3790,taboo,タブー、禁忌、タブーの、禁止された,19
3791,tackle,〔問題などに〕取り組む,19
3792,tact,こつ、機転、手触り,19
3793,tactics,作戦、方策、戦術、戦法,19
3794,tail,しっぽ、後部,19
3795,tale,話、うそ,19
3796,talent,才能、素質、才能のある人,19
3797,talkative,話好きの、おしゃべりな,19
3798,tame,飼いならす、柔順な,19
3799,tangible,触れることができる、明白な、具体的な,19
3800,tap,軽くたたく、（液体）を出す、盗聴する,19
3801,target,標的、達成目標、ねらう,20
3802,tariff,関税、運賃、料金表,20
3803,task,仕事、作業、課題,20
3804,taste,味、好み、～な味がする、味を見る,20
3805,tax,税（金）,20
3806,tear,裂く、引きはがす,20
3807,tease,からかう、いじめる、じらす,20
3808,technical,専門の、技術的な,20
3809,technique,技術、技法、手法、コツ,20
3810,technology,科学技術、科学的方法,20
3811,tedious,うんざりする〔させる〕,20
3812,teenager,10代の若者,20
3813,telescope,望遠鏡,20
3814,tell,区別する、見分ける、効く、影響する、効果がある,20
3815,temper,気質、気分、かんしゃく、平静な気分、落ち着き,20
3816,temperament,気質、気性,20
3817,temperate,穏やかな、節度のある,20
3818,temperature,温度、体温,20
3819,temple,寺院、神殿,20
3820,temporal,時間の、現世の、つかの間の,20
3821,temporary,一時的な,20
3822,tempt,誘惑する、～を…する気にさせる、怒らせる,20
3823,tend,～する傾向がある（to do）,20
3824,tendency,傾向、風潮,20
3825,tender,優しい、同情的な、柔らかい、きゃしゃな,20
3826,tense,緊張した、硬直した,20
3827,tension,緊張、不安、緊迫状態、張りの度合い,20
3828,term,期間、専門用語、条件、関係,20
3829,terminal,終点、最終の,20
3830,terminate,終わらせる、終わる,20
3831,terminology,専門用語、術語、術語学,20
3832,terrible,ひどい、恐ろしい,20
3833,terrific,すばらしい、ものすごい,20
3834,terrify,怖がらせる、脅かす,20
3835,territory,領土、領域,20
3836,terror,恐怖,20
3837,terrorism,テロ行為、恐怖政治、恐怖状態,20
3838,test,テスト、判断基準,20
3839,testify,証言する,20
